70,1,1,1,0,0
70,10,3,1,0,0
70,18,2,1,0,0
70,19,10,1,0,0
70,10,10,1,0,0
70,2,19,1,0,0
70,15,15,1,0,0
70,19,19,1,0,0
80,5,2,1,0,0
80,5,2,1,11,0
80,5,2,1,11,3
80,5,2,1,0,3
80,17,2,1,11,0
80,17,2,1,20,0
80,17,2,1,20,3
80,17,2,1,11,3
80,4,7,1,0,3
80,4,7,1,6,3
80,4,7,1,6,20
80,4,7,1,0,20
80,17,17,1,6,12
80,17,17,1,20,12
80,17,17,1,20,20
80,17,17,1,6,20
80,19,6,1,15,3
80,19,6,1,20,3
80,19,6,1,20,12
80,19,6,1,15,12
80,13,7,1,6,3
80,13,7,1,15,3
80,13,7,1,15,12
80,13,7,1,6,12
